2019-06-28 20:06:08,436 [  20273]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index org.jetbrains.kotlin.idea.stubindex.KotlinFileFacadeFqNameIndex will be built. 
2019-06-28 20:06:08,475 [  20312]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index org.jetbrains.kotlin.idea.stubindex.KotlinFilePartClassIndex will be built. 
2019-06-28 20:06:08,487 [  20324]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index org.jetbrains.kotlin.idea.stubindex.KotlinFileFacadeClassByPackageIndex will be built. 
2019-06-28 20:06:08,499 [  20336]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index org.jetbrains.kotlin.idea.stubindex.KotlinFileFacadeShortNameIndex will be built. 
2019-06-28 20:06:08,523 [  20360]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index org.jetbrains.kotlin.idea.stubindex.KotlinMultifileClassPartIndex will be built. 
2019-06-28 20:06:08,531 [  20368]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index org.jetbrains.kotlin.idea.stubindex.KotlinScriptFqnIndex will be built. 
2019-06-28 20:06:08,535 [  20372]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index org.jetbrains.kotlin.idea.stubindex.KotlinTypeAliasByExpansionShortNameIndex will be built. 
2019-06-28 20:06:08,540 [  20377]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index org.jetbrains.kotlin.idea.stubindex.KotlinOverridableInternalMembersShortNameIndex will be built. 
2019-06-28 20:06:08,546 [  20383]   INFO - exImpl$StubIndexInitialization - Initialization done:754 
2019-06-28 20:06:12,605 [  24442]   INFO - pi.util.registry.RegistryValue - Registry value 'java.completion.argument.hints' has changed to 'false' 
2019-06-28 20:06:12,606 [  24443]   INFO - pi.util.registry.RegistryValue - Registry value 'java.completion.argument.hints.internal' has changed to 'false' 
2019-06-28 20:06:12,775 [  24612]   INFO - com.intellij.ide.ui.UISettings - Loaded: fontSize=12, fontScale=1.0; restored: fontSize=12, fontScale=1.0 
2019-06-28 20:06:15,327 [  27164]   INFO - j.ide.ui.OptionsTopHitProvider - 5269 ms spent on EDT to cache options in application 
2019-06-28 20:06:20,153 [  31990]   INFO - .openapi.application.Preloader - com.intellij.openapi.actionSystem.impl.ActionPreloader took 13524 ms 
2019-06-28 20:06:23,830 [  35667]   INFO - .openapi.application.Preloader - com.intellij.ide.ui.search.SearchableOptionPreloader took 3675 ms 
2019-06-28 20:06:25,119 [  36956]   INFO - .openapi.application.Preloader - com.intellij.codeInsight.completion.CompletionPreloader took 1289 ms 
2019-06-28 20:06:25,154 [  36991]   INFO - .openapi.application.Preloader - com.intellij.ide.actions.GotoClassPresentationUpdater took 34 ms 
